Project_ID,Project_Name,Region,Province,Month,Budget,Actual_Spend,KPI_Target,KPI_Actual,Participants,Satisfaction
P06847,Health Data,East,Chanthaburi,Jan,876522,767306,100,97,204,3.7
P06848,Health Promotion,East,Chanthaburi,Jan,1803035,1783756,100,82,2777,4.18
P06849,Policy Development,East,Chanthaburi,Jan,1347889,1033197,100,91,337,5.0
P06850,Network Strengthening,East,Chanthaburi,Jan,1414178,1195890,100,64,852,4.84
P06851,Community Health,East,Chanthaburi,Feb,1200187,1025729,100,98,266,3.75
P06852,Elderly Care,East,Chanthaburi,Feb,1624920,1223954,100,75,1609,3.59
P06853,Mental Health,East,Chanthaburi,Feb,1926668,1485835,100,90,801,4.1
P06854,Healthy School,East,Chanthaburi,Feb,1628658,1470891,100,98,351,4.27
P06855,Food Safety,East,Chanthaburi,Feb,1860116,1538109,100,77,2636,4.14
P06856,NCD Prevention,East,Chanthaburi,Feb,1996227,1605722,100,94,2143,4.2
P06857,Health Data,East,Chanthaburi,Feb,1300393,1241660,100,69,2955,4.77
P06858,Health Promotion,East,Chanthaburi,Feb,1527090,1402843,100,75,2762,4.95
P06859,Policy Development,East,Chanthaburi,Feb,1172591,1121329,100,85,487,3.58
P06860,Network Strengthening,East,Chanthaburi,Feb,1067905,764061,100,83,1902,4.27
P06861,Community Health,East,Chanthaburi,Mar,677399,569015,100,97,1936,4.3
P06862,Elderly Care,East,Chanthaburi,Mar,1409352,1154552,100,85,2354,4.74
P06863,Mental Health,East,Chanthaburi,Mar,1730833,1404735,100,67,1232,4.42
P06864,Healthy School,East,Chanthaburi,Mar,558012,553125,100,82,2906,4.82
P06865,Food Safety,East,Chanthaburi,Mar,1421248,1415928,100,89,2680,4.09
P06866,NCD Prevention,East,Chanthaburi,Mar,514660,486425,100,64,1420,4.13
P06867,Health Data,East,Chanthaburi,Mar,972578,715624,100,85,493,4.78
P06868,Health Promotion,East,Chanthaburi,Mar,689416,501673,100,71,1842,4.13
P06869,Policy Development,East,Chanthaburi,Mar,1775682,1248825,100,68,1636,4.96
P06870,Network Strengthening,East,Chanthaburi,Mar,839596,617651,100,89,2692,4.62
P06871,Community Health,East,Chanthaburi,Apr,1604102,1482078,100,70,1340,4.92
P06872,Elderly Care,East,Chanthaburi,Apr,948777,737901,100,87,2621,4.92
P06873,Mental Health,East,Chanthaburi,Apr,803724,761682,100,99,2074,4.11
P06874,Healthy School,East,Chanthaburi,Apr,501014,463658,100,83,316,4.98
P06875,Food Safety,East,Chanthaburi,Apr,994878,785007,100,85,1437,3.84
P06876,NCD Prevention,East,Chanthaburi,Apr,1557795,1404531,100,72,2969,4.26
P06877,Health Data,East,Chanthaburi,Apr,1434205,1262385,100,97,1831,4.4
P06878,Health Promotion,East,Chanthaburi,Apr,1730419,1632164,100,79,912,4.59
P06879,Policy Development,East,Chanthaburi,Apr,1992585,1847163,100,83,1986,4.5
P06880,Network Strengthening,East,Chanthaburi,Apr,1093802,838365,100,88,2856,4.94
P06881,Community Health,East,Chanthaburi,May,1404168,1028897,100,73,1812,4.34
P06882,Elderly Care,East,Chanthaburi,May,1268612,1019349,100,64,1946,4.87
P06883,Mental Health,East,Chanthaburi,May,1432863,1257103,100,73,2414,3.81
P06884,Healthy School,East,Chanthaburi,May,1902804,1530439,100,88,2323,3.53
P06885,Food Safety,East,Chanthaburi,May,751647,639479,100,88,2858,3.87
P06886,NCD Prevention,East,Chanthaburi,May,1092975,934630,100,75,2577,5.0
P06887,Health Data,East,Chanthaburi,May,1676022,1452167,100,78,2261,4.87
P06888,Health Promotion,East,Chanthaburi,May,896520,733102,100,68,233,4.87
P06889,Policy Development,East,Chanthaburi,May,1035703,917353,100,73,1500,4.2
P06890,Network Strengthening,East,Chanthaburi,May,1348242,1154966,100,96,2761,4.28
P06891,Community Health,East,Chanthaburi,Jun,1084182,1072579,100,95,1024,3.95
P06892,Elderly Care,East,Chanthaburi,Jun,741464,725756,100,97,1534,4.89
P06893,Mental Health,East,Chanthaburi,Jun,709411,614718,100,68,1115,3.93
P06894,Healthy School,East,Chanthaburi,Jun,924011,831457,100,66,1145,3.57
P06895,Food Safety,East,Chanthaburi,Jun,1136193,935710,100,96,1425,3.58
P06896,NCD Prevention,East,Chanthaburi,Jun,901843,694381,100,83,1365,4.31
P06897,Health Data,East,Chanthaburi,Jun,1300596,935929,100,80,2450,4.9
P06898,Health Promotion,East,Chanthaburi,Jun,1225479,1034142,100,63,1532,4.72
P06899,Policy Development,East,Chanthaburi,Jun,874657,790735,100,60,1025,4.15
P06900,Network Strengthening,East,Chanthaburi,Jun,512069,359912,100,89,829,4.24
P06901,Community Health,East,Chanthaburi,Jul,1819824,1370838,100,81,2774,4.97
P06902,Elderly Care,East,Chanthaburi,Jul,1250374,914036,100,61,2872,4.76
P06903,Mental Health,East,Chanthaburi,Jul,1462488,1233350,100,85,1898,4.3
P06904,Healthy School,East,Chanthaburi,Jul,1949320,1520399,100,78,1052,4.53
P06905,Food Safety,East,Chanthaburi,Jul,1778006,1314448,100,62,952,4.28
P06906,NCD Prevention,East,Chanthaburi,Jul,820817,690964,100,66,596,4.36
P06907,Health Data,East,Chanthaburi,Jul,728080,659008,100,94,1747,3.88
P06908,Health Promotion,East,Chanthaburi,Jul,582593,504805,100,61,1267,4.83
P06909,Policy Development,East,Chanthaburi,Jul,1633088,1452661,100,66,2859,4.78
P06910,Network Strengthening,East,Chanthaburi,Jul,1053531,930297,100,75,302,3.59
P06911,Community Health,East,Chanthaburi,Aug,1594059,1499554,100,96,1846,3.89
P06912,Elderly Care,East,Chanthaburi,Aug,1970349,1510646,100,96,2670,4.17
P06913,Mental Health,East,Chanthaburi,Aug,837664,823569,100,85,1752,4.73
P06914,Healthy School,East,Chanthaburi,Aug,1072946,1018639,100,77,2795,4.8
P06915,Food Safety,East,Chanthaburi,Aug,831646,660659,100,82,2615,3.94
P06916,NCD Prevention,East,Chanthaburi,Aug,1777450,1638751,100,89,1465,3.57
P06917,Health Data,East,Chanthaburi,Aug,1611486,1189950,100,79,1322,4.74
P06918,Health Promotion,East,Chanthaburi,Aug,756203,680186,100,60,1337,4.28
P06919,Policy Development,East,Chanthaburi,Aug,717230,717014,100,62,1105,4.0
P06920,Network Strengthening,East,Chanthaburi,Aug,507389,376593,100,94,2901,4.42
P06921,Community Health,East,Chanthaburi,Sep,1815601,1390585,100,65,842,4.14
P06922,Elderly Care,East,Chanthaburi,Sep,1119825,841526,100,95,563,4.41
P06923,Mental Health,East,Chanthaburi,Sep,1892532,1359875,100,84,2513,4.68
P06924,Healthy School,East,Chanthaburi,Sep,1976695,1960135,100,90,2294,4.94
P06925,Food Safety,East,Chanthaburi,Sep,1509395,1140049,100,61,1390,4.78
P06926,NCD Prevention,East,Chanthaburi,Sep,1355458,1135085,100,98,2280,4.56
P06927,Health Data,East,Chanthaburi,Sep,1904348,1862847,100,73,1542,4.24
P06928,Health Promotion,East,Chanthaburi,Sep,1098795,1079238,100,63,279,4.3
P06929,Policy Development,East,Chanthaburi,Sep,566341,415801,100,98,2262,3.96
P06930,Network Strengthening,East,Chanthaburi,Sep,517411,392342,100,75,1789,3.73
P06931,Community Health,East,Chanthaburi,Oct,1217174,902933,100,78,193,3.81
P06932,Elderly Care,East,Chanthaburi,Oct,1369261,1202271,100,62,849,4.53
P06933,Mental Health,East,Chanthaburi,Oct,1511611,1423286,100,72,2491,3.86
P06934,Healthy School,East,Chanthaburi,Oct,1007669,962279,100,77,1269,4.32
P06935,Food Safety,East,Chanthaburi,Oct,1066132,801680,100,98,838,4.68
P06936,NCD Prevention,East,Chanthaburi,Oct,1764718,1721697,100,72,1383,3.92
P06937,Health Data,East,Chanthaburi,Oct,1419334,1379278,100,91,1359,4.11
P06938,Health Promotion,East,Chanthaburi,Oct,525223,500688,100,99,1481,4.59
P06939,Policy Development,East,Chanthaburi,Oct,1327055,963042,100,66,864,4.38
P06940,Network Strengthening,East,Chanthaburi,Oct,696404,647341,100,85,1209,4.12
P06941,Community Health,East,Chanthaburi,Nov,1382576,1018482,100,77,2796,4.91
P06942,Elderly Care,East,Chanthaburi,Nov,1009018,772785,100,92,1740,4.43
P06943,Mental Health,East,Chanthaburi,Nov,1657667,1538711,100,65,2108,4.71
P06944,Healthy School,East,Chanthaburi,Nov,1195706,1014135,100,68,1836,3.92
P06945,Food Safety,East,Chanthaburi,Nov,1640045,1261506,100,81,2744,3.53
P06946,NCD Prevention,East,Chanthaburi,Nov,1370042,1028884,100,73,639,3.72
P06947,Health Data,East,Chanthaburi,Nov,1461077,1354674,100,80,1726,4.51
P06948,Health Promotion,East,Chanthaburi,Nov,1985895,1841705,100,96,1732,3.9
P06949,Policy Development,East,Chanthaburi,Nov,1954749,1874716,100,87,1543,3.74
P06950,Network Strengthening,East,Chanthaburi,Nov,1445418,1309343,100,70,2523,4.56
P06951,Community Health,East,Chanthaburi,Dec,971740,891448,100,92,2076,4.4
P06952,Elderly Care,East,Chanthaburi,Dec,642867,642164,100,62,1935,4.56
P06953,Mental Health,East,Chanthaburi,Dec,1104616,1053521,100,73,789,4.65
P06954,Healthy School,East,Chanthaburi,Dec,1485021,1399088,100,62,2129,4.56
P06955,Food Safety,East,Chanthaburi,Dec,1669703,1242973,100,86,2848,3.64
P06956,NCD Prevention,East,Chanthaburi,Dec,877643,762700,100,98,2828,4.09
P06957,Health Data,East,Chanthaburi,Dec,1049567,823177,100,94,1710,4.54
P06958,Health Promotion,East,Chanthaburi,Dec,519396,372152,100,66,2047,3.82
P06959,Policy Development,East,Chanthaburi,Dec,1881454,1830323,100,79,447,4.03
P06960,Network Strengthening,East,Chanthaburi,Dec,1700717,1443075,100,70,1295,3.57
P06961,Community Health,East,Trat,Jan,539053,407446,100,99,1602,4.79
P06962,Elderly Care,East,Trat,Jan,1441966,1417639,100,62,1107,3.95
P06963,Mental Health,East,Trat,Jan,1704721,1372326,100,98,2350,4.13
P06964,Healthy School,East,Trat,Jan,1657011,1302763,100,91,2677,4.27
P06965,Food Safety,East,Trat,Jan,1326405,1248987,100,70,890,4.81
P06966,NCD Prevention,East,Trat,Jan,910962,702264,100,62,1626,4.5
P06967,Health Data,East,Trat,Jan,1480233,1152274,100,98,211,3.7
P06968,Health Promotion,East,Trat,Jan,1132087,912425,100,81,452,3.52
P06969,Policy Development,East,Trat,Jan,1977594,1684687,100,74,1895,4.41
P06970,Network Strengthening,East,Trat,Jan,1578063,1157452,100,71,1493,4.75
P06971,Community Health,East,Trat,Feb,1877512,1453244,100,64,656,3.76
P06972,Elderly Care,East,Trat,Feb,1832485,1453705,100,100,308,3.69
P06973,Mental Health,East,Trat,Feb,1249562,1197250,100,75,783,4.14
P06974,Healthy School,East,Trat,Feb,1316606,1072553,100,76,487,4.39
P06975,Food Safety,East,Trat,Feb,1008107,989348,100,62,457,4.83
P06976,NCD Prevention,East,Trat,Feb,1418540,1339718,100,100,1770,4.46
P06977,Health Data,East,Trat,Feb,919857,701987,100,93,500,4.15
P06978,Health Promotion,East,Trat,Feb,925131,732551,100,65,1922,4.66
P06979,Policy Development,East,Trat,Feb,1671471,1594681,100,71,1904,4.36
P06980,Network Strengthening,East,Trat,Feb,1827202,1640953,100,86,2667,3.51
P06981,Community Health,East,Trat,Mar,579702,473105,100,80,2446,4.28
P06982,Elderly Care,East,Trat,Mar,1544009,1484115,100,95,2192,3.62
P06983,Mental Health,East,Trat,Mar,646354,626606,100,63,346,3.77
P06984,Healthy School,East,Trat,Mar,826901,595804,100,63,418,3.65
P06985,Food Safety,East,Trat,Mar,853963,650876,100,70,525,4.52
P06986,NCD Prevention,East,Trat,Mar,924721,675407,100,71,201,4.89
P06987,Health Data,East,Trat,Mar,1360545,1248181,100,99,2709,4.53
P06988,Health Promotion,East,Trat,Mar,1058150,950809,100,99,2867,4.37
P06989,Policy Development,East,Trat,Mar,1011373,983414,100,93,696,4.83
P06990,Network Strengthening,East,Trat,Mar,1160379,1031891,100,76,2007,4.25
P06991,Community Health,East,Trat,Apr,676177,572461,100,67,869,3.92
P06992,Elderly Care,East,Trat,Apr,1753977,1323633,100,61,2145,3.96
P06993,Mental Health,East,Trat,Apr,1311570,947578,100,97,265,3.64
P06994,Healthy School,East,Trat,Apr,711121,685524,100,100,1813,4.69
P06995,Food Safety,East,Trat,Apr,1850781,1760718,100,92,287,4.56
P06996,NCD Prevention,East,Trat,Apr,1471017,1466899,100,78,2591,3.83
P06997,Health Data,East,Trat,Apr,1000405,870444,100,67,594,4.98
P06998,Health Promotion,East,Trat,Apr,1945784,1624910,100,86,2453,3.71
P06999,Policy Development,East,Trat,Apr,709371,612632,100,98,1742,4.54
P07000,Network Strengthening,East,Trat,Apr,1335576,1014638,100,62,732,4.96
P07001,Community Health,East,Trat,May,503797,494307,100,81,377,3.89
P07002,Elderly Care,East,Trat,May,1399024,1179909,100,94,2372,4.47
P07003,Mental Health,East,Trat,May,750848,643713,100,99,947,3.55
P07004,Healthy School,East,Trat,May,1239007,1202946,100,60,560,4.46
P07005,Food Safety,East,Trat,May,1802610,1711325,100,64,2398,4.08
P07006,NCD Prevention,East,Trat,May,651924,484084,100,88,1277,4.57
P07007,Health Data,East,Trat,May,842152,826762,100,74,835,3.54
P07008,Health Promotion,East,Trat,May,1687366,1194920,100,99,1010,4.19
P07009,Policy Development,East,Trat,May,1544737,1345840,100,89,2883,4.11
P07010,Network Strengthening,East,Trat,May,881616,859097,100,97,2120,4.43
P07011,Community Health,East,Trat,Jun,1208029,1074817,100,86,396,3.84
P07012,Elderly Care,East,Trat,Jun,1595140,1200223,100,67,1909,4.72
P07013,Mental Health,East,Trat,Jun,1310939,939225,100,88,578,3.6
P07014,Healthy School,East,Trat,Jun,1885014,1730433,100,63,2943,4.03
P07015,Food Safety,East,Trat,Jun,979935,825845,100,88,807,4.69
P07016,NCD Prevention,East,Trat,Jun,1060400,935707,100,92,2065,4.0
P07017,Health Data,East,Trat,Jun,1194775,916077,100,91,1985,4.87
P07018,Health Promotion,East,Trat,Jun,1824124,1364223,100,98,2399,4.57
P07019,Policy Development,East,Trat,Jun,639896,572960,100,61,2974,4.28
P07020,Network Strengthening,East,Trat,Jun,1866089,1747833,100,99,1819,4.2
P07021,Community Health,East,Trat,Jul,1609409,1555693,100,62,1571,3.73
P07022,Elderly Care,East,Trat,Jul,591416,451263,100,73,2493,3.53
P07023,Mental Health,East,Trat,Jul,1284134,936816,100,86,1540,4.88
P07024,Healthy School,East,Trat,Jul,582844,501477,100,65,2841,4.82
P07025,Food Safety,East,Trat,Jul,1220733,1016250,100,62,643,3.84
P07026,NCD Prevention,East,Trat,Jul,1870277,1449716,100,84,1227,3.84
P07027,Health Data,East,Trat,Jul,1732034,1490178,100,83,496,3.74
P07028,Health Promotion,East,Trat,Jul,1165511,978971,100,99,2034,3.52
P07029,Policy Development,East,Trat,Jul,782312,773301,100,85,1261,3.57
P07030,Network Strengthening,East,Trat,Jul,1981197,1649535,100,70,576,4.51
P07031,Community Health,East,Trat,Aug,1704701,1205695,100,67,1851,3.62
P07032,Elderly Care,East,Trat,Aug,738551,570357,100,65,1334,4.71
P07033,Mental Health,East,Trat,Aug,639607,476838,100,83,184,4.4
P07034,Healthy School,East,Trat,Aug,1015655,1007627,100,74,823,4.96
P07035,Food Safety,East,Trat,Aug,537865,430959,100,95,503,3.96
P07036,NCD Prevention,East,Trat,Aug,761366,549841,100,88,1724,4.6
P07037,Health Data,East,Trat,Aug,1734323,1324442,100,86,2188,4.92
P07038,Health Promotion,East,Trat,Aug,1092922,926543,100,71,531,4.62
P07039,Policy Development,East,Trat,Aug,550913,460961,100,96,2742,4.37
P07040,Network Strengthening,East,Trat,Aug,629377,557503,100,71,2456,4.74
P07041,Community Health,East,Trat,Sep,721337,586893,100,60,2552,4.67
P07042,Elderly Care,East,Trat,Sep,1156705,1048229,100,98,295,4.96
P07043,Mental Health,East,Trat,Sep,1483140,1411264,100,76,633,4.35
P07044,Healthy School,East,Trat,Sep,1456718,1220329,100,100,1848,3.56
P07045,Food Safety,East,Trat,Sep,969238,800580,100,74,2021,4.21
P07046,NCD Prevention,East,Trat,Sep,1957863,1747848,100,94,1347,4.99
P07047,Health Data,East,Trat,Sep,1767181,1452697,100,87,478,4.75
P07048,Health Promotion,East,Trat,Sep,1318835,1071006,100,80,2948,3.5
P07049,Policy Development,East,Trat,Sep,1044573,862368,100,89,498,4.1
P07050,Network Strengthening,East,Trat,Sep,785941,769511,100,65,347,4.46
P07051,Community Health,East,Trat,Oct,1490253,1111536,100,77,1471,3.82
P07052,Elderly Care,East,Trat,Oct,837863,660305,100,78,1131,4.57
P07053,Mental Health,East,Trat,Oct,988867,960885,100,77,1503,3.61
P07054,Healthy School,East,Trat,Oct,503257,444874,100,61,552,4.48
P07055,Food Safety,East,Trat,Oct,1801480,1395074,100,97,338,4.95
P07056,NCD Prevention,East,Trat,Oct,1546104,1501127,100,74,1465,3.66
P07057,Health Data,East,Trat,Oct,1031846,965978,100,79,294,4.27
P07058,Health Promotion,East,Trat,Oct,1113827,852427,100,67,1461,4.02
P07059,Policy Development,East,Trat,Oct,1717872,1467456,100,88,2549,4.35
P07060,Network Strengthening,East,Trat,Oct,1651771,1446403,100,91,1269,4.89
P07061,Community Health,East,Trat,Nov,1754494,1635655,100,91,2009,4.15
P07062,Elderly Care,East,Trat,Nov,1321017,1205191,100,77,2664,4.66
P07063,Mental Health,East,Trat,Nov,1660604,1574995,100,63,2801,4.55
P07064,Healthy School,East,Trat,Nov,596618,427953,100,95,1949,3.69
P07065,Food Safety,East,Trat,Nov,1703234,1207344,100,90,2172,4.96
P07066,NCD Prevention,East,Trat,Nov,938256,697575,100,65,2762,3.88
P07067,Health Data,East,Trat,Nov,1008829,965530,100,75,2430,4.33
P07068,Health Promotion,East,Trat,Nov,1996796,1752356,100,65,1604,3.57
P07069,Policy Development,East,Trat,Nov,591033,496161,100,89,1106,4.96
P07070,Network Strengthening,East,Trat,Nov,1630141,1491327,100,87,957,4.81
P07071,Community Health,East,Trat,Dec,543264,491672,100,78,1707,4.91
P07072,Elderly Care,East,Trat,Dec,849509,657134,100,69,661,4.0
P07073,Mental Health,East,Trat,Dec,1734930,1347104,100,86,2994,4.33
P07074,Healthy School,East,Trat,Dec,1898595,1585455,100,63,2266,3.65
P07075,Food Safety,East,Trat,Dec,825545,748333,100,99,2326,4.08
P07076,NCD Prevention,East,Trat,Dec,873854,773534,100,97,2691,4.02
P07077,Health Data,East,Trat,Dec,1323406,1024314,100,88,2244,4.38
P07078,Health Promotion,East,Trat,Dec,870929,668612,100,98,2022,4.13
P07079,Policy Development,East,Trat,Dec,1134961,1078530,100,100,2819,4.16
P07080,Network Strengthening,East,Trat,Dec,602637,449683,100,89,2439,4.68
P07081,Community Health,East,Prachin Buri,Jan,1811075,1507472,100,83,1122,4.6
P07082,Elderly Care,East,Prachin Buri,Jan,1594145,1328068,100,75,2506,3.85
P07083,Mental Health,East,Prachin Buri,Jan,843721,646735,100,96,2259,4.04
P07084,Healthy School,East,Prachin Buri,Jan,1727789,1600306,100,66,2559,4.34
P07085,Food Safety,East,Prachin Buri,Jan,746104,552875,100,66,2821,4.23
P07086,NCD Prevention,East,Prachin Buri,Jan,662037,578799,100,71,383,4.46
P07087,Health Data,East,Prachin Buri,Jan,566794,493066,100,78,1246,4.14
P07088,Health Promotion,East,Prachin Buri,Jan,1472667,1337677,100,67,2092,4.87
P07089,Policy Development,East,Prachin Buri,Jan,619073,529849,100,63,418,4.89
P07090,Network Strengthening,East,Prachin Buri,Jan,991870,926921,100,85,2403,3.89
P07091,Community Health,East,Prachin Buri,Feb,1717714,1326289,100,98,1020,3.51
P07092,Elderly Care,East,Prachin Buri,Feb,1924595,1504654,100,90,1095,4.32
P07093,Mental Health,East,Prachin Buri,Feb,862002,829224,100,95,1776,4.08
P07094,Healthy School,East,Prachin Buri,Feb,1625361,1449477,100,60,2314,4.47
P07095,Food Safety,East,Prachin Buri,Feb,808063,624213,100,70,362,4.09
P07096,NCD Prevention,East,Prachin Buri,Feb,612733,609195,100,94,2516,4.56
P07097,Health Data,East,Prachin Buri,Feb,741339,666190,100,69,2219,4.42
P07098,Health Promotion,East,Prachin Buri,Feb,995377,879373,100,90,1845,4.39
P07099,Policy Development,East,Prachin Buri,Feb,1426120,1166125,100,88,1724,4.49
P07100,Network Strengthening,East,Prachin Buri,Feb,1642802,1594437,100,74,2133,3.82
P07101,Community Health,East,Prachin Buri,Mar,1363896,1179551,100,94,380,3.71
P07102,Elderly Care,East,Prachin Buri,Mar,573902,455553,100,72,524,4.5
P07103,Mental Health,East,Prachin Buri,Mar,1589996,1380380,100,98,1284,3.96
P07104,Healthy School,East,Prachin Buri,Mar,762901,645655,100,85,1349,4.33
P07105,Food Safety,East,Prachin Buri,Mar,635724,543968,100,89,2195,4.71
P07106,NCD Prevention,East,Prachin Buri,Mar,913228,761692,100,96,665,4.56
P07107,Health Data,East,Prachin Buri,Mar,1846437,1722176,100,87,1786,4.87
P07108,Health Promotion,East,Prachin Buri,Mar,681418,655719,100,67,815,4.68
P07109,Policy Development,East,Prachin Buri,Mar,1673372,1578776,100,64,481,4.29
P07110,Network Strengthening,East,Prachin Buri,Mar,1551778,1114276,100,84,2542,4.4
P07111,Community Health,East,Prachin Buri,Apr,1472908,1322627,100,77,686,4.52
P07112,Elderly Care,East,Prachin Buri,Apr,1838844,1802474,100,87,1028,4.83
P07113,Mental Health,East,Prachin Buri,Apr,1917960,1396094,100,74,1095,4.05
P07114,Healthy School,East,Prachin Buri,Apr,903371,806213,100,94,863,4.31
P07115,Food Safety,East,Prachin Buri,Apr,940498,724521,100,75,1734,3.74
P07116,NCD Prevention,East,Prachin Buri,Apr,1852761,1344778,100,94,1824,3.8
P07117,Health Data,East,Prachin Buri,Apr,1838768,1763990,100,73,580,4.0
P07118,Health Promotion,East,Prachin Buri,Apr,1749451,1489439,100,68,922,3.95
P07119,Policy Development,East,Prachin Buri,Apr,1884723,1362815,100,81,959,3.63
P07120,Network Strengthening,East,Prachin Buri,Apr,1702527,1199607,100,70,693,4.18
P07121,Community Health,East,Prachin Buri,May,1577743,1391077,100,90,1150,4.59
P07122,Elderly Care,East,Prachin Buri,May,676574,525365,100,84,698,3.62
P07123,Mental Health,East,Prachin Buri,May,802718,591188,100,85,2213,4.71
P07124,Healthy School,East,Prachin Buri,May,562778,414415,100,65,1508,3.56
P07125,Food Safety,East,Prachin Buri,May,712880,712370,100,85,870,4.93
P07126,NCD Prevention,East,Prachin Buri,May,1840327,1732213,100,90,555,3.96
P07127,Health Data,East,Prachin Buri,May,1782348,1359610,100,68,980,4.09
P07128,Health Promotion,East,Prachin Buri,May,1751334,1590207,100,80,1713,3.82
P07129,Policy Development,East,Prachin Buri,May,1725046,1434564,100,95,689,3.5
P07130,Network Strengthening,East,Prachin Buri,May,1144604,998110,100,79,1834,4.92
P07131,Community Health,East,Prachin Buri,Jun,1786487,1258592,100,94,725,3.52
P07132,Elderly Care,East,Prachin Buri,Jun,1963586,1793590,100,79,1071,3.71
P07133,Mental Health,East,Prachin Buri,Jun,1348974,990650,100,79,2975,4.96
P07134,Healthy School,East,Prachin Buri,Jun,553704,473357,100,64,1965,4.96
P07135,Food Safety,East,Prachin Buri,Jun,1334288,1161130,100,70,1897,3.82
P07136,NCD Prevention,East,Prachin Buri,Jun,1034666,972025,100,78,190,3.68
P07137,Health Data,East,Prachin Buri,Jun,1804669,1742964,100,65,2471,4.26
P07138,Health Promotion,East,Prachin Buri,Jun,1247721,939939,100,76,295,3.77
P07139,Policy Development,East,Prachin Buri,Jun,1777813,1326253,100,91,1273,4.22
P07140,Network Strengthening,East,Prachin Buri,Jun,1354397,1018168,100,100,610,4.13
P07141,Community Health,East,Prachin Buri,Jul,814522,591859,100,89,1801,3.7
P07142,Elderly Care,East,Prachin Buri,Jul,1416152,1221804,100,69,1460,3.58
P07143,Mental Health,East,Prachin Buri,Jul,1699625,1645525,100,94,1771,4.45
P07144,Healthy School,East,Prachin Buri,Jul,1187824,931027,100,91,1297,3.99
P07145,Food Safety,East,Prachin Buri,Jul,773390,613047,100,90,894,4.92
P07146,NCD Prevention,East,Prachin Buri,Jul,1990230,1534114,100,65,1112,3.56
P07147,Health Data,East,Prachin Buri,Jul,965911,697932,100,94,1567,3.56
P07148,Health Promotion,East,Prachin Buri,Jul,942247,841274,100,73,2509,4.34
P07149,Policy Development,East,Prachin Buri,Jul,962265,791858,100,85,1566,4.33
P07150,Network Strengthening,East,Prachin Buri,Jul,1587946,1430097,100,73,2605,4.59
P07151,Community Health,East,Prachin Buri,Aug,1232478,1201841,100,95,1707,4.73
P07152,Elderly Care,East,Prachin Buri,Aug,1112885,859450,100,76,339,3.85
P07153,Mental Health,East,Prachin Buri,Aug,1614684,1326985,100,73,430,4.78
P07154,Healthy School,East,Prachin Buri,Aug,1770305,1324925,100,91,1017,4.05
P07155,Food Safety,East,Prachin Buri,Aug,1910573,1375689,100,70,2880,4.2
P07156,NCD Prevention,East,Prachin Buri,Aug,1594356,1593175,100,80,1673,3.78
P07157,Health Data,East,Prachin Buri,Aug,870871,676384,100,76,1660,3.8
P07158,Health Promotion,East,Prachin Buri,Aug,637829,482504,100,90,2434,4.48
P07159,Policy Development,East,Prachin Buri,Aug,1989612,1455427,100,93,2857,4.58
P07160,Network Strengthening,East,Prachin Buri,Aug,1826204,1761313,100,92,1700,4.29
P07161,Community Health,East,Prachin Buri,Sep,1516804,1070348,100,69,2884,4.28
P07162,Elderly Care,East,Prachin Buri,Sep,1891187,1844922,100,97,2881,3.77
P07163,Mental Health,East,Prachin Buri,Sep,918974,780138,100,67,570,4.21
P07164,Healthy School,East,Prachin Buri,Sep,950104,873505,100,62,2903,4.92
P07165,Food Safety,East,Prachin Buri,Sep,1071934,1010602,100,100,1893,4.01
P07166,NCD Prevention,East,Prachin Buri,Sep,1353397,1069253,100,65,1328,3.63
P07167,Health Data,East,Prachin Buri,Sep,552687,549555,100,87,672,4.67
P07168,Health Promotion,East,Prachin Buri,Sep,1120685,1029378,100,95,341,3.97
P07169,Policy Development,East,Prachin Buri,Sep,1461914,1343493,100,70,570,4.09
P07170,Network Strengthening,East,Prachin Buri,Sep,693501,518427,100,91,2390,3.93
P07171,Community Health,East,Prachin Buri,Oct,1031487,830655,100,98,1473,4.58
P07172,Elderly Care,East,Prachin Buri,Oct,593540,420081,100,67,2592,4.52
P07173,Mental Health,East,Prachin Buri,Oct,614092,448069,100,85,166,4.83
P07174,Healthy School,East,Prachin Buri,Oct,1158086,966904,100,89,1913,4.01
P07175,Food Safety,East,Prachin Buri,Oct,858541,854304,100,100,1531,4.55
P07176,NCD Prevention,East,Prachin Buri,Oct,1122544,983737,100,69,1124,4.86
P07177,Health Data,East,Prachin Buri,Oct,821659,618409,100,78,1736,3.83
P07178,Health Promotion,East,Prachin Buri,Oct,1422037,1166159,100,97,1258,3.94
P07179,Policy Development,East,Prachin Buri,Oct,1948942,1814448,100,93,1469,3.89
P07180,Network Strengthening,East,Prachin Buri,Oct,576921,470832,100,71,1733,4.22
P07181,Community Health,East,Prachin Buri,Nov,1750851,1712012,100,61,2607,3.83
P07182,Elderly Care,East,Prachin Buri,Nov,1516057,1068902,100,74,1652,5.0
P07183,Mental Health,East,Prachin Buri,Nov,1563826,1243798,100,95,2826,4.21
P07184,Healthy School,East,Prachin Buri,Nov,1153826,1094443,100,96,1310,3.81
P07185,Food Safety,East,Prachin Buri,Nov,508317,425219,100,81,983,4.3
P07186,NCD Prevention,East,Prachin Buri,Nov,1715842,1516169,100,92,1310,3.91
P07187,Health Data,East,Prachin Buri,Nov,1039706,884750,100,71,2493,4.5
P07188,Health Promotion,East,Prachin Buri,Nov,1816610,1493572,100,100,1303,4.96
